aircraftID,name,aircraftType
B3GUP5DM9NVR48680,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
8XKLT563V1KF35308,Boeing 737-900,739
6L4DP82MMDAE47220,Antonov An-26,A26
KWYVJHH8UTM932266,De Havilland Canada DHC-4 Caribou,DHC
BARN1AB2BUUN75166,Canadair CL-44,CL4
PW5XYPH4PJVN58364,Boeing 737 MAX 9,7M9
58SLJB02ZVHN31907,Airbus A350,350
EUMMULK623BT61694,Lockheed L-1049 Super Constellation,L49
J4GJGEJ3T7Y126448,Airbus A340,340
XHM5U1XSNHS969524,Yakovlev Yak-42,YK2
XP7ZCYU90YSW54393,McDonnell Douglas MD82,M82
G0DJPASNRYU535976,Douglas DC-9-50,D95
WC1N3D67Y4L650767,Airbus A340-300,343
H3KVBE8JWMJC53947,Douglas DC-9-40,D94
GDL0M5PJ3EBF54466,Boeing 737-900,739
143LJZESE6K341955,Boeing 767-300,763
7RBFRSA81CSR89054,Embraer RJ135,ER3
C6FVYK61X1S159852,De Havilland Canada DHC-7 Dash 7,DH7
UHN2G09G8SM433030,Boeing 747SP,74L
E72MA3G8E6B477603,Embraer 175,E75
YCKPVB58M8YS74937,Airbus A340-300,343
70KKVC9PFUE588387,Boeing 737 MAX 7,7M7
T42V4BPDTVSD46006,De Havilland Canada DHC-8-400 Dash 8Q,DH4
P2Y45Z60ULZU70173,Airbus A310,310
EHK2Z28SPKJ084285,De Havilland Canada DHC-2 Beaver,DHP
7VUA9P0VYPYF68673,Embraer Phenom 300,EP3
NTJ2ATKLRVXY29329,Douglas DC-10-30,D1Y
PHZ9M9FW4RXH70590,Boeing 747-300,743
1H6CKE4MZ5CJ23030,Lockheed L-188 Electra,LOE
358YZJVL9NVY31134,Lockheed L-1011 Tristar,L10
2TLABBLHLHS570065,Embraer EMB.120 Brasilia,EM2
KXWC0H2U8HKP51497,Boeing 707,703
7696CLM30SK477799,Embraer 170,E70
Y242BBBS59E860152,Embraer RJ135,ER3
CPM3CX9DX3GY91676,Douglas DC-9-40,D94
0DVVN0A7UKZJ88787,Embraer E190-E2,290
GXK1BNR43GH310018,McDonnell Douglas MD80,M80
1AAMMZBP0HA865289,McDonnell Douglas MD80,M80
8ARMGNM2JFH246481,McDonnell Douglas MD11,M11
4ME4PEHUJBTP90336,De Havilland DH.104 Dove,DHD
BXWGN4ASGSRG52257,Boeing 737-900,739
2B0NVKKACMAG39954,Ilyushin IL114,I14
XT4313JK3CTC69493,De Havilland Canada DHC-2 Turbo-Beaver,DHR
JM7HBYX17PY445766,Airbus A318,318
V97NBNGFU6D464563,Yakovlev Yak-42,YK2
RZWB6B6AUAJY45200,Boeing 737-600,736
C84ZSCL1D9Y718757,McDonnell Douglas MD90,M90
Z1YX0DKFR2SH34559,Airbus A340-500,345
3FHMAUBT9AVP33972,Boeing 767-400,764
1EM8YZE0D0A420503,Boeing 747-400D,74J
M78S76SV7YZB51407,Boeing 767-400,764
7N20MFMM59JY53981,Boeing 777-200LR,77L
JRVDFHF31MAD44171,De Havilland Canada DHC-2 Beaver,DHP
L9K04K5M1FD261194,Airbus A350-900,359
F1ADS2X4ZXM914366,Antonov An-26,A26
ZGTFPTAVHZJC57604,Tupolev Tu-134,TU3
CRNRZTSZCBL015298,Embraer E195-E2,295
2XV5Y9M085ZE36094,Airbus A330-800neo,338
3BX643VUSHB865026,Boeing 707,703
SPAH2X4GLYCK76814,Airbus A310-200,312
C6RYXSR52DGH78886,Boeing 737 MAX 7,7M7
0H0HXFA2N0MH97703,Embraer EMB.110 Bandeirante,EMB
4LJH98P3D1AP36147,Boeing 767-200,762
BEYEPMRLDSAY80734,Boeing 747-100,741
VYNCVC57LSRX70972,De Havilland Canada DHC-2 Turbo-Beaver,DHR
0UM0ESHFF3G064295,Boeing 787-8,788
SU4VKL6W89RE18495,Aerospatiale/BAC Concorde,SSC
XLKWF0GD6NVV51420,McDonnell Douglas MD87,M87
AJSU91ZXRDBY23035,Canadair Regional Jet 1000,CRK
XNA507GXM1H896855,Airbus A310-300,313
RY016L3B9CDX14450,Boeing 787-8,788
J88X8SGFEUJ097330,Boeing 757-200,752
5T27E8CB4JCM16417,Boeing 737 MAX 7,7M7
C19TMB29GMMU27709,Boeing 737 MAX 8,7M8
356C8UYY5MPW11888,Boeing 737-800,738
WCMRRKBXLTAZ26806,Ilyushin IL62,IL6
13JKD83VAVNX76024,Boeing 737,737
CXZD5DEHPCBA87426,Embraer EMB.110 Bandeirante,EMB
UZ7DJJS2FBXA90716,Airbus A340-200,342
ZVCAJMHTXWBH37299,Boeing 737-200,732
YFD8LXWXFEA145825,Boeing 747SR,74R
ZY9S98PKSSH495162,Antonov An-26,A26
MHJ7NLCJRGHV33411,Lockheed L-188 Electra,LOE
WC1M5TRKYSVX23338,McDonnell Douglas MD87,M87
4KHX737ETRLT95852,Embraer 175,E75
CXDD3RP7NUX428873,McDonnell Douglas MD88,M88
ZSRUGC14XBSA92441,Embraer E195-E2,295
77D2Y7YD84E934180,Airbus A350,350
XAK2010EESH750262,Boeing 737-800,738
NZME4VLRN1GL99890,Embraer 195,E95
UX7SXXP59NYN28563,Ilyushin IL18,IL8
1XWSJSNEAPMT94954,Boeing 787-9,789
WG8YYMWBXSAC26053,Boeing 767-300,763
KP31K7GA21CH39228,Canadair Challenger,CCJ
01WRZT3KC1Z810479,Ilyushin IL86,ILW
DC4BDP6SRHHZ85703,Boeing 737-500,735
NZRFB4BGRBR891474,Embraer 175,E75
K1AYXUJ5D7T244199,McDonnell Douglas MD83,M83
0C24U98E3XM779983,Boeing 757-300,753
0UR0U78PDPZS68276,Boeing 727-100,721
8A7RNMWMM7GE18188,Antonov An-158,A58
76145YCT53XM64714,Douglas DC-3,D3F
VBK36E3MGWEV94299,Ilyushin IL114,I14
S7G5J4AVEPAY80658,Boeing 737-300,733
VSEPEBBH45P710521,Antonov An-225 Mriya,A5F
059VGR9XXRTP77277,Boeing 737 MAX 7,7M7
PJ5D9ZEJZ2D317926,Airbus A330-200,332
P9N4M10X26V361754,Boeing 737-100,731
XJZW4WNBHWEG44943,Boeing 757-300,753
80E0F1UTXBVK41945,Lockheed L-1049 Super Constellation,L49
A5TPYEGA3EM181686,Boeing 707,703
0BRLNGS9U0HL99100,Boeing 777,777
XUGX3L8DKTET81580,Boeing 747-100,741
WRMPMLNJR2H867995,Douglas DC-3,D3F
4641ZY78SNRH88616,Boeing 777-200LR,77L
F917LTJJKTG597787,Embraer Phenom 100,EP1
FZ14DAU837PR20212,Douglas DC-3,D3F
9Z4DJDDGZVUT64002,De Havilland Canada DHC-7 Dash 7,DH7
2REMF5JPGHD564734,Lockheed L-188 Electra,LOE
29FFFCB2UNLF76998,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
Y96DKE6CY6FN18219,Airbus A340-600,346
7C8A1LGUCVVC87848,Embraer 190,E90
CAHM6XEBRJTA59943,Antonov An-26,A26
L9SG0GR69AGY82894,Boeing 707,703
13XU2G1X7YFM67099,Embraer Legacy 600,ER3
FHY3RLHSVRK588007,Boeing 737 MAX 10,7MJ
0JDDNNLZMNRK46004,Boeing 717,717
VZAKZABSF1R047832,De Havilland Canada DHC-8-400 Dash 8Q,DH4
PJXPMFWPX8WE79224,De Havilland DH.114 Heron,DHH
GFKCU27UYBYS84652,McDonnell Douglas MD82,M82
EHR4YUC9GJEJ44353,Boeing 720B,B72
GLCVJ7PJPSVD43822,Antonov An-26,A26
62JAULV6X6WU57957,Embraer 190,E90
3CUZA273GJC177575,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
C5MS8UC2GUGV95863,Boeing 727,727
5UEBXP6BWJJF96721,Embraer RJ135,ER3
2LNUHKA854XH26292,Canadair Regional Jet 200,CR2
BAG8GACUTZE951161,Boeing 737-900,739
XNLZ4ZVT1YT667938,Antonov An-24,AN4
47KL2UVZE0BX94175,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
R2LL4NBYYSX150136,Airbus A310,310
9NDKZRHE17S968165,Airbus A330-300,333
SVXA30G3CTT872551,Boeing 747SP,74L
RL305G8TX5BL33979,Airbus A318,318
4FYW620E1KDG92482,Boeing 787-9,789
9157U2CZ09FF79749,Boeing 777-200LR,77L
LLE31M9MWPKL49921,Ilyushin IL76,IL7
PNCE234A9VSX17119,Embraer 175,E75
1Z500UEUGXSP21967,Airbus A350-900,359
5LV7CB25CRAP92382,Tupolev Tu-204,T20
2565E4PT4GCK20566,Boeing 737-100,731
6N27UAKT38YX20327,Antonov An-124 Ruslan,A4F
2A4FR59NFVR572815,Antonov An-225 Mriya,A5F
95WDP7WSVYVA77514,McDonnell Douglas MD90,M90
3G4MFMM3W3W126530,Ilyushin IL62,IL6
1WDNN7M9PYXU69818,Canadair Regional Jet 100,CR1
9P3AFV7YFBTH59694,Canadair Regional Jet 200,CR2
RTXJ9EREN3D433972,Airbus A330-200,332
GYL949MB4ZS675977,Boeing 737 MAX 10,7MJ
RHFNFN7M4CMC56463,Embraer EMB.110 Bandeirante,EMB
WLZ180NCW1XM44521,Boeing 727,727
H1K1DABH0AWW88532,Douglas DC-9-10,D91
7T7A2UYSXTGJ41801,Antonov An-12,ANF
FMFZWKR6X8W715624,Embraer RJ140,ERD
HEPV2KT558UD24490,Tupolev Tu-204,T20
6LDGYH8H3RP520174,Boeing 767,767
72U89ADLBPDJ80093,Boeing 737-800,738
G6XFWP3R4UR389466,Airbus A319,319
HCBY8DB6S1U430763,McDonnell Douglas MD81,M81
HXPAU0ZP8WEK18177,Airbus A318,318
0J88XL0ECAAF61612,Boeing 787,787
PX55XJ20SPHX87015,Boeing 720B,B72
XU8HRSD22SN461032,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
6YLSHZ1T8ZFA51917,Airbus A310-200,312
N972UYW9Y0N470955,Douglas DC-8-50,D8T
K2WVJND2DLPF71527,Ilyushin IL62,IL6
0BKZJ9U5C6G415005,Boeing 727-100,721
LCGC64L1WPW312226,Boeing 707,703
YM8UC2ED7HY720585,Douglas DC-3,D3F
XZ64ANDKZ3PC92534,Boeing 737-800,738
VC8698GTJULK46801,Douglas DC-6,D6F
18B6V2NVEZWL85594,Ilyushin IL76,IL7
Z4UCZCGY1NAT93774,Antonov An-26,A26
28EYU18636X384157,Airbus A330-800neo,338
G066B89M54FH47574,Boeing 737 MAX 8,7M8
DR18A6266TW112954,Boeing 737-500,735
UXD8JM2RZXLG14206,Boeing 747-400,744
DUU11MBDHNCT58169,Boeing 737 MAX 8,7M8
KNGY7P1CTWAB68465,Antonov An-24,AN4
AFNM89XN1NK780340,Canadair Regional Jet 705,CRA
XM35J8T0JPS233068,Tupolev Tu-134,TU3
SH9ZGXVRS0XW13110,Boeing 787-10,781
6URUVBE4RWUX61895,Douglas DC-3,D3F
YG21CGZ8PNLX63372,Antonov An-12,ANF
7FSZ4ETVU4WV22817,Canadair Regional Jet 900,CR9
VJF1VZ7DMZW643613,Airbus A380-800,388
XMM3XN8JD6VM64427,Airbus A350,350
UDLT8E7VGNLB72541,Aerospatiale/BAC Concorde,SSC
RGZX260VYJCW22616,Boeing 737-300,733
J0MA0AGKTACA11514,Boeing 747-8,748
59HW09KH5ZMH28800,Boeing 777-200,772
7H62192FX8P056160,Airbus A380,380
A9VS9K9UK5GA29357,McDonnell Douglas MD87,M87
AS8KZ9SG48L767442,Embraer E190-E2,290
ACH2EJKDEVVK53972,Boeing 737-200,732
0TAL1S7AGMXS70657,McDonnell Douglas MD11,M11
70C0V4U3H7F142742,Canadair Regional Jet 200,CR2
0GRMYAM8L0DD48582,Embraer RJ145 Amazon,ER4
XTJDNA96LTDB85520,Antonov An-140,A40
PDH5VN9CWEZA94869,Boeing 737 MAX 10,7MJ
8JU2FGV3SPLR23391,McDonnell Douglas MD87,M87
51AUDPW2GZSX45824,Boeing 737 MAX 9,7M9
Z59FPSYDKRSR11043,Douglas DC-9-10,D91
5FXAV09T2VX537095,Airbus A350-1000,351
G2PPFRNPEMFP35443,Antonov An-26,A26
S9FXGPXSRGGS84540,Airbus A340-300,343
RF04HL5J9KK637625,De Havilland Canada DHC-8-400 Dash 8Q,DH4
E4VT6P908NCV86799,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
N74RX4GHEAX269098,Airbus A380-800,388
N2B79T71KPMY51241,Airbus A321neo,32Q
RPV7W4X398JY95974,Embraer EMB.110 Bandeirante,EMB
3MGCDT63ESAU44882,Canadair Regional Jet 200,CR2
0KC5T38ZS1N640587,Lockheed L-182 / 282 / 382 (L-100) Hercules,LOH
EDLWCS8T53KR15451,Douglas DC-6,D6F
9BVWP8RHK6BK90812,Airbus A321,321
CA6ZYLNCGRL567552,Boeing 727-200,722
04V252D4PHP417920,Airbus A380-800,388
F7GK5GRRLEHW54478,Embraer EMB.110 Bandeirante,EMB
AJLC92NDKMVE31228,Boeing 737-900,739
6HRV40F1UVD098807,Boeing 737-700,73G
4CG91S3N8RDK66882,Airbus A350-900,359
97ZMS1GJEUYK80741,Douglas DC-9-50,D95
PAPFRN6C1BNJ19373,Boeing 757,757
5BYU1UXTV8MR76492,Embraer E195-E2,295
M0C1HNBZH7PV42065,McDonnell Douglas MD83,M83
C3SXRHJJWRT293153,Boeing 777,777
262P4WA9BVM122610,Embraer E195-E2,295
E93379PGXJYH29926,Boeing 757-200,752
KE1LMN89KLHV50366,Douglas DC-8-62,D8L
PPPDKYX2ZGPA95855,Embraer 195,E95
5HEMW8X6A8BD29036,Airbus A320neo,32N
S8W6EJ3AYPMH42612,Antonov An-140,A40
UYGUNUEASMZU78333,Canadair Regional Jet 705,CRA
WF29PW6A2XAW45441,Airbus A310,310
ECS0L862DPTZ57572,Ilyushin IL114,I14
A87RLKEK3FXK38663,Tupolev Tu-204,T20
P9P5M2TL2EZ450479,McDonnell Douglas MD90,M90
GYP3VWTCCYK798944,Boeing 707,703
1XPNAYJ27AJ871169,De Havilland Canada DHC-6 Twin Otter,DHT
HFZ87XJLP3WK47094,Antonov An-30,A30
AFM12KKHP8P239480,Airbus A318,318
XKAFNE715SJB40659,Airbus A340,340
ZRUNNNWEMYXC31111,McDonnell Douglas MD90,M90
JJ0PV0EBMSMB51307,Boeing 777-300ER,77W
CSRR2A1FR8V916772,Airbus A319,319
93ELU6AP0WNJ45851,Boeing 737-300,733
7FDA2D64B6YK29844,Ilyushin IL86,ILW
THSY2KRLW1E967122,Antonov An-24,AN4
NNXJ9P6UF8CV41020,Embraer 195,E95
FUVWG1KF0DKY52988,Antonov An-26,A26
16TJTKG5AHTY83752,Airbus A350,350
FE9LG7KYR2DG32915,Boeing 737-500,735
WG1C8YKU7EB618086,Yakovlev Yak-42,YK2
X9HUT0NRP1Y820411,Boeing 737 MAX 8,7M8
MNMAJJV0FBPJ89742,Boeing 737,737
NVDZE5FCZ9GD70761,De Havilland DH.104 Dove,DHD
XPA49JJ6X6PM55505,Boeing 747-400,744
4LJ5DHLUMEBZ56596,Embraer 170,E70
VK8RN3DYSTFA22588,De Havilland Canada DHC-6 Twin Otter,DHT
4PXBJEL0TFMH90860,De Havilland Canada DHC-3 Otter,DHL
D8YTFDEND8CC26293,Airbus A380,380
1BPCK7EMB1NV15451,Douglas DC-10-30,D1Y
XTLWLST131S261984,Boeing 787,787
RX7VTA9EN8WY85203,Airbus A310,310
PM9FX6UGT5WA39744,Airbus A340-500,345
2ELPUDSY6RYD28975,Embraer Phenom 100,EP1
D472U5T91VEK64816,McDonnell Douglas MD90,M90
MZGSFZYCH9PZ72891,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
33BCTX5PAXKG42092,Airbus A340-500,345
JZ4GX2NACAP058068,Airbus A330,330
R8FMKG8LYYEL55220,De Havilland Canada DHC-3 Otter,DHL
F9RRXAMT5VTR32465,Tupolev Tu-204,T20
HZ6GWXH225NB41177,Boeing 777-200,772
K0S0GZASJWSL22272,De Havilland Canada DHC-2 Beaver,DHP
EJVP1CG8YMRU51819,Boeing 737 MAX 10,7MJ
DHPG3GSYU0JM57320,Boeing 777-200,772
THJ0SEFM53MK71801,Boeing 767-200,762
7R81SMM2TJB698230,Sukhoi Superjet 100-95,SU9
BKNRKWYXT7UH51136,Boeing 720B,B72
F9HCNEDWMXNE81538,Ilyushin IL86,ILW
8CXZYJG0RSLD21801,De Havilland Canada DHC-3 Otter,DHL
ZHWL4GZ5S4DA86390,Boeing 737 MAX 7,7M7
8R07T77AZ6LR58736,Embraer 175,E75
1BAMW37TD9ZF84979,Antonov An-225 Mriya,A5F
FRH582B63LAV80066,Embraer 195,E95
HMYJ8GMZMBEU91104,Douglas DC-10-30,D1Y
6NVV2T3MNLG135742,Antonov An-24,AN4
S7ANXPYX62VK24886,Douglas DC-8-62,D8L
LA1G4CEVWBK944197,Douglas DC-8-50,D8T
E1Z1D2X2G0D463871,Airbus A321neo,32Q
A00A913NT1PB57881,Boeing 757-200,752
GFVTVJFV5HKY17361,Airbus A310-300,313
68CF37ZLSML335120,Douglas DC-9-30,D93
VEEWRN9H66AX77589,Boeing 757,757
RYDRVXSXS6Y685524,Embraer 175,E75
FL3RVEALFHZH36621,Boeing 737-900,739
CS9X1XXTZRLX98600,Embraer E195-E2,295
2ZCYZ390TLSL91462,McDonnell Douglas MD82,M82
HAFDBKGCVFJ976602,Embraer Legacy 600,ER3
G2C7GG1UFDL965370,De Havilland Canada DHC-2 Turbo-Beaver,DHR
0943AEUJ4TRN43087,Boeing 727-100,721
LZ8BZCA8XZSM91742,Douglas DC-6,D6F
0YXX5ZW5TJHX68979,Lockheed L-1049 Super Constellation,L49
TMXW7ZP3GTVA77643,Canadair Challenger,CCJ
DJP3997406R449058,Antonov An-140,A40
AXM64DYV8AHF97467,McDonnell Douglas MD82,M82
DWAWN5UY8AB370364,De Havilland Canada DHC-8-300 Dash 8 / 8Q,DH3
9R50BDZLSNRL81495,Antonov An-124 Ruslan,A4F
BYML6C4ZW6YN86553,Airbus A300,AB3
DEJSAASKDANS35647,Boeing 737-700,73G
JG16UVR7S3DW85199,Boeing 737 MAX 9,7M9
EXSNYYDAD4SP35933,Boeing 747SP,74L
48AA541NWGM192478,De Havilland Canada DHC-6 Twin Otter,DHT
6ZFA16JXJWWT66659,De Havilland Canada DHC-8-200 Dash 8 / 8Q,DH2
FHKNMWD0ZZXG96125,Boeing 727,727
1T52GZU61RTL57231,McDonnell Douglas MD87,M87
45D33KXDH7KY23132,Airbus A321neo,32Q
S3NS4A4ZDEKA27471,Embraer 190,E90
XM9NLKPTJNGL21374,Embraer EMB.120 Brasilia,EM2
BCKMURFA6FYK31041,Boeing 787-8,788
8KKZ3YFUDPFF95968,Embraer 190,E90
RXT0UGVYLMNS25663,Boeing 757-300,753
9LV0KDY3DYFY68717,De Havilland Canada DHC-2 Beaver,DHP
T5DF360RE1PG48642,Airbus A319,319
BBJ7MB88B5YH80633,Canadair Regional Jet 1000,CRK
9VALZ0TTWUE678026,Canadair Regional Jet 900,CR9
WLT6UHN99AEW36710,Canadair Regional Jet 700,CR7
M75T5UKJ1XJZ18285,Boeing 787-8,788
WNPNU25H6HT299624,Canadair Regional Jet 200,CR2
ZPPXCGLDYDC649427,Boeing 767,767
KB8AKBD8KVZJ64110,Boeing 787-8,788
HV9369LJMTV021874,Douglas DC-10-30,D1Y
YZ46T48NMGAB95777,Boeing 737-500,735
0ZZFLDNH50G011254,Boeing 747SR,74R
6531BSH58STN55168,Canadair Challenger,CCJ
NZRUVWG0FNM023880,Boeing 737-700,73G
LBZRPFUDY8M695421,Boeing 757-300,753
E2FG2ZLLUGWM19308,Boeing 777-300ER,77W
G2NBSTCSJWUZ12032,Antonov An-140,A40
2TTSPEXV6LXD76797,Ilyushin IL96-300,I93
KLC8E9T0T1UC11118,Boeing 747-100,741
LRRHBKU2KNEZ84522,Airbus A321,321
UGVGJC352WDD64538,Embraer RJ135,ER3
0NVL3DW70VW576920,Airbus A310,310
B8DVBPUL9SAN26742,Ilyushin IL62,IL6
DNS5CGLP1AT823654,McDonnell Douglas MD82,M82
8YGM1SP2P9CH61175,Airbus A319neo,31N
PSZN5Y516VRK99432,Ilyushin IL96-300,I93
WHHAGP1R5YXM57743,Airbus A350,350
JJU92BTLV7UW80613,Lockheed L-1049 Super Constellation,L49
YK90N7SPKFPB68465,Boeing 777-200,772
X09ZP67BSNV792380,Boeing 787-8,788
BKYUS6X1T3WR10005,Canadair CL-44,CL4
KBRVTM93MTCE37829,Douglas DC-9-30,D93
LTAWJUEF1UKS33046,Airbus A330,330
EH4TEKTKGAYV16496,Boeing 777-300,773
7JAUTE7RGRUJ84079,Embraer Legacy 600,ER3
4WBM94G2R2H371468,Airbus A330-200,332
HX1J389059US77391,Airbus A340-200,342
W9Y36MVVCATC22384,Antonov An-30,A30
10K38XM8L4E311586,Embraer 170,E70
BSE702XMYDSM99204,Ilyushin IL76,IL7
7W59RSK06HV717880,Boeing 777-300,773
3U1WET3Y0MTV23605,Airbus A340-200,342
3TNY9PBD9UL913042,Boeing 747-400,744
EBCUXTF3AGXC76126,Douglas DC-3,D3F
VMTFUAEGHPAN34493,Tupolev Tu-134,TU3
TCTCZJKREWYV67287,McDonnell Douglas MD11,M11
FZX2WTLNXNGR11698,Boeing 787-10,781
PBDVBYP9GKFX67140,Antonov An-148,A81
R90FRMRBWAB582231,Boeing 720B,B72
TYHWVH6RSMKL59989,Embraer E190-E2,290
ZVT5JUHM69YM34037,Boeing 787-8,788
U2BJX6BSVFMZ33486,Airbus A310,310
UMRCFAW9R5ZP44428,Airbus A318,318
BA3LV9J3CGUN55432,Boeing 737 MAX 8,7M8
EEMPTXHPBYFB37384,Boeing 720B,B72
7PHPPB6A1ZAB60988,Airbus A340-300,343
FTH0X1TDB1GB42196,Boeing 737-300,733
FT92ZYRA54RS42528,Airbus A340,340
N4953NM4JFWH95002,Lockheed L-188 Electra,LOE
DU5ZF7E2U2BU33784,Boeing 747SP,74L
ZGRBL19HXAL265574,Boeing 747-300,743
F4JFSF1YS6RA73255,Douglas DC-9-30,D93
HBKGJPBYNVW227652,Canadair Regional Jet 1000,CRK
WX2KSZBJE8UA51478,De Havilland Canada DHC-2 Turbo-Beaver,DHR
50TK5Y0LM9VP74085,Canadair Challenger,CCJ
PPJHE42V6WYR54109,Embraer Legacy 600,ER3
VHDBKPCE5XPW82942,Boeing 747-100,741
AHWZ0VE1TXD893101,Boeing 737-700,73G
D1BC7C5JBWT251971,McDonnell Douglas MD88,M88
3P1F1EWLU1LK94480,Douglas DC-6,D6F
S1CRVYTMAXM531468,Douglas DC-9-10,D91
9G4GLKFADFB447233,De Havilland Canada DHC-7 Dash 7,DH7
H79J3EVX6NVC74825,Boeing 727-100,721
E3T72JCZCXMP45458,Ilyushin IL114,I14
0BZVWUDMB8LJ51572,Boeing 767-200,762
WJ6GC9ZVPSTK89906,Tupolev Tu-154,TU5
SKGFSBP098J915754,Boeing 777,777
D81G0TG548RA51271,Airbus A330-300,333
3RJ8J20L1BXX19565,Canadair Challenger,CCJ
YJ61CFD8W5JM31446,Airbus A319neo,31N
BHN3JPFH09JL35937,Sukhoi Superjet 100-95,SU9
EHC0XCBM7FFS24956,Douglas DC-9-20,D92
Y7REPEGCNEHV35222,Embraer RJ145 Amazon,ER4
KJV6TXMCAVA164867,Boeing 737 MAX 8,7M8
X77BRUNR3LSU36704,Embraer E195-E2,295
L07AEJUXHUTW89988,Antonov An-24,AN4
55SKF3Z7VTTX78482,Canadair Regional Jet 1000,CRK
773VVVJLL9P546786,Boeing 737-500,735
APDN9RW03EVR32529,Antonov An-148,A81
ULKWBE14UEWB82150,Embraer 175,E75
L2MTVVKTUUL315218,Boeing 747-300,743
VBYXHPW84NCX72594,Airbus A330,330
BCYAAVJNC0P884839,Lockheed L-188 Electra,LOE
DRDFUMPMYBSV61898,Boeing 767-200,762
9JJW4KV92VEK83110,Boeing 767-300,763
SMJYJRFXZ6VT63545,Boeing 737,737
3935YYE7C3AR44987,De Havilland Canada DHC-4 Caribou,DHC
MAYG2HTMGBTV41784,Boeing 737-100,731
GX37M9R8JSV295897,Douglas DC-9-10,D91
WVB768CHHRYV70556,Douglas DC-10,D10
0T5HGAEMFVDG24168,Airbus A310-300,313
PB4MA936ESAM68935,Antonov An-28,A28
H5HTTJH598DX27592,De Havilland DH.114 Heron,DHH
0PLAUC9YT1PM65028,McDonnell Douglas MD83,M83
H3P59K1ZUFD630758,Yakovlev Yak-40,YK4
UKE26LMKHWZV42228,Boeing 747-200,742
1JFMBNN1HFJH14138,Boeing 777-200,772
XEZULRFMX2RR48679,Boeing 737-500,735
76FYLCLFC2YG39392,McDonnell Douglas MD82,M82
0RW0ZATU1ZD174410,Aerospatiale/BAC Concorde,SSC
ZDA1KL1W56DC99421,Boeing 737-600,736
2CPUVUT767RW30427,Ilyushin IL114,I14
GNXMSXLM1MEX41422,Boeing 757-200,752
N4XH6LMZRUY079624,Airbus A321,321
7WCJP4WZH3TC31146,Boeing 737 MAX 10,7MJ
4V44Z2MKZLPD73715,McDonnell Douglas MD88,M88
FM5DVM703WG144095,Boeing 747SR,74R
TU14PWNUDJNE71273,Lockheed L-188 Electra,LOE
AVG7GRY0HEXL71474,McDonnell Douglas MD90,M90
V9T73E4RDPWF97754,Tupolev Tu-204,T20
EGYYBX1EHAF450778,Airbus A340,340
66WJ4Z2F0GMA10540,McDonnell Douglas MD83,M83
E3GY7ATNXBFL54695,Boeing 747SP,74L
8HXAK6A7VRGR29002,Boeing 727,727
WF2H5LNYCMBZ15950,Douglas DC-8-50,D8T
0VMHMN0U0WRZ36830,Boeing 747,747
UPHLSTM3AMNK99249,Boeing 737-900,739
F66YP1RA6KR584895,Tupolev Tu-204,T20
V3HRPW569FBP10002,Airbus A321,321
169M1T6WJ3RB81668,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
W967R8FF0WS514261,Boeing 777-300,773
2H8US2B2XAR667227,McDonnell Douglas MD80,M80
VHX8NTKL2AX566420,De Havilland DH.114 Heron,DHH
GRBB93BYL7NG11291,Ilyushin IL96-300,I93
8KF1B28PTVRG87529,Canadair Regional Jet 700,CR7
5BRZDFFLT1SA74432,Antonov An-32,A32
M1HCNMB0N8EN66176,Embraer Legacy 600,ER3
SH8G91L4HPEP23713,Douglas DC-9-10,D91
6XZX3ETY77WC43456,Ilyushin IL96-300,I93
TS2HVJBBRGT714292,Airbus A320neo,32N
7P00DMAB3EKV42934,Boeing 737-700,73G
97W7C4TYC1E521648,Boeing 737 MAX 9,7M9
WYNBTNC31DLU55880,Boeing 787-9,789
X5FTGF7Y5XFN92514,Boeing 737-700,73G
N188X4MG13YS47160,Boeing 747-100,741
M84WANUG0EX025547,Yakovlev Yak-42,YK2
3NGXKYX5HGSA49055,Yakovlev Yak-42,YK2
1K2HMAYTA6SX50283,Boeing 737 MAX 9,7M9
MP7PPJX88NYC89940,Sukhoi Superjet 100-95,SU9
ZYVXG8XKMFGS61259,Boeing 737-900,739
L9J23J8HPJKU17957,Embraer EMB.120 Brasilia,EM2
CCBN651UHWUB27250,Boeing 737-800,738
P0TUXP80JTX629044,Boeing 767-400,764
4SX512DJU3Z455237,Ilyushin IL114,I14
6ZJ74LYZ9TP758491,Canadair CL-44,CL4
2ZARJC3L70AL67688,Boeing 727,727
PDNLGRRKX3BL62433,De Havilland Canada DHC-8-100 Dash 8 / 8Q,DH1
TJRV3YBYLUX627632,Airbus A319,319
6144PNZ15TSK92408,Boeing 747-8,748
W11LMPR5THZ569752,Boeing 767-200,762
EBZKMD42XNAK15119,McDonnell Douglas MD81,M81
PB6LK7C5P2E720921,Antonov An-24,AN4
N11FDK31JEJ777818,Boeing 737-800,738
5HBPGVTS7MGS72953,Tupolev Tu-154,TU5
0MG53D4650T931520,Douglas DC-10,D10
