ticketID,passengerID,flightNumber,flightType,seatNumber
42229943,36305126,61137,first class,20F
12741949,12329895,25402,economy,31D
47101841,30668667,22201,first class,18A
04228329,22622537,63388,economy,11F
01572428,81542112,40144,first class,17B
62858169,46817001,49570,first class,29C
06946084,46180703,61286,first class,9E
23255202,69734878,89530,first class,24B
60034844,26826461,69679,bussines,22C
70792795,23048909,30720,bussines,20A
72366192,40774248,41826,economy,28F
22801876,45156032,99314,bussines,24D
10913844,50556272,79170,bussines,32C
06129987,16350764,27013,first class,16A
39993882,20397164,25000,first class,11C
35023059,08821926,54427,bussines,12E
68392788,95307179,21954,first class,13F
17978381,50856671,68279,economy,23C
78424505,98420044,18918,first class,31C
41606199,46933029,71445,economy,7E
73331193,35279877,15286,bussines,4F
75467295,78068803,55801,bussines,25E
56293998,19602324,25213,first class,29E
57006452,95481485,37905,bussines,21E
71809164,23598342,19851,first class,11E
47231942,44580288,66035,first class,20D
48558776,39787382,15363,economy,18E
13035958,39583109,18827,economy,7B
05947873,55484564,49533,bussines,14C
78937358,87925266,41710,first class,1F
47242601,20408082,55859,economy,5A
99300820,65393356,67777,bussines,4F
95179794,44946190,39157,bussines,23D
58104129,02934981,24917,first class,1B
83880814,35444315,26179,first class,21C
90410074,29717293,82612,bussines,32A
43191616,24189928,60993,first class,18A
95310765,32436381,52459,economy,15D
86692039,95660475,42640,first class,14E
92335587,69445166,67250,first class,25A
15780578,87721947,71762,bussines,24E
41599752,84032841,40009,first class,30D
08776223,28940702,88246,economy,14D
30820236,96456291,51796,first class,19B
12729975,56659979,61688,bussines,14C
69106932,18173399,76935,first class,16B
61070981,08834738,46581,economy,10B
61756404,18062467,19295,economy,20C
53956599,45860295,13055,first class,2D
77544438,96661243,79959,economy,4A
03636255,40908132,76190,bussines,17E
05164206,43092676,53376,economy,9C
49732076,17973296,22685,economy,8D
85676123,57153289,20660,bussines,10D
55781801,92412998,44824,bussines,23B
90831194,74983611,85729,first class,3E
66028754,81173810,23522,first class,11A
82465014,96456979,19713,first class,1A
13779113,38633920,98073,first class,28F
34943536,53215836,82707,economy,29A
89945423,39828725,32740,first class,15B
17660105,11770930,72533,first class,29D
91476752,28775860,72383,economy,1B
07853071,27938564,25684,economy,13F
74298270,78350765,33876,bussines,32E
27848665,93264433,63911,bussines,8A
34141952,33686886,28494,bussines,20B
91046359,11499909,77460,first class,24F
50905275,40108544,48112,bussines,23C
54197020,45430850,88154,first class,23A
51088096,07488599,12829,economy,32C
26034596,13460908,17994,bussines,18D
49371122,34907341,20596,first class,29C
39581860,91488888,51301,first class,2F
11831026,66963874,12839,bussines,24E
33165551,71795349,27053,economy,3D
80858322,25869526,23594,economy,31C
41812965,53850593,73215,first class,22B
81274219,82257381,23618,first class,26D
16118319,70625935,20934,first class,25B
10510522,77646951,95658,first class,17F
30890823,73859996,95923,economy,25F
31801981,87677542,58771,bussines,5A
36515401,22698731,60262,economy,12B
32731423,28633233,36607,bussines,3E
30025359,98242214,66283,economy,28B
00751513,60120931,27474,economy,26E
54773528,50632646,12725,economy,8E
80803137,67709806,34627,economy,29A
78113085,49921225,10595,economy,17F
92763236,34233009,11138,economy,6D
88331251,29848726,20558,first class,22B
59678640,25673863,37717,bussines,24A
56668587,57325403,98606,bussines,23F
65093578,11114386,98121,economy,8B
01005583,65331510,49314,first class,1B
05327639,63559630,63941,economy,19A
39558053,14644036,78650,bussines,23C
60245691,86769305,71709,first class,24B
67634553,00886314,24918,first class,7B
93288196,41081335,13892,first class,22D
20284275,39065111,37332,economy,12D
00294875,72257391,81878,first class,5A
96829351,38293036,65447,first class,9A
53863616,94323068,72221,economy,23C
93980390,39301657,90934,bussines,16C
07960518,71006501,43714,first class,21B
49159383,63052304,61976,bussines,12B
61957125,44481188,35781,economy,26C
31009553,26853826,45228,economy,30D
02970730,74125698,34893,first class,29D
39648013,48310119,41733,bussines,19E
05375474,15411114,26504,first class,21E
17341429,73806172,42209,first class,30C
94508488,28594404,76281,economy,2B
94425930,21488904,91366,economy,27F
05533032,18920932,10245,bussines,20F
32623110,65867013,92583,first class,20B
83156989,95403205,65340,bussines,17F
46734949,76338091,35781,bussines,2B
72625506,51122640,22403,bussines,9F
39225011,87351980,79283,first class,17C
18714380,88174631,24742,economy,9F
25868489,03594529,23841,first class,15F
67224555,01883093,85649,economy,15F
14772165,02902373,54533,economy,27B
46173855,57697385,62721,first class,29C
99556057,19774999,51946,economy,8C
83326566,33105369,46736,bussines,28F
01748919,72784114,64160,economy,31A
91260345,71827217,87249,bussines,2B
14098581,52087867,97256,bussines,9A
52340250,92670370,99195,economy,25D
77264491,45467700,29012,economy,8C
58056748,20520152,75488,first class,6B
85496667,79812079,10909,bussines,12A
98791417,30824210,33370,first class,5B
80682626,18975949,61976,economy,28C
06341669,17632465,92630,economy,32B
71343056,60153543,98606,first class,29C
81090431,69267394,97002,first class,2B
94673723,57910270,18428,first class,13D
89111968,84625658,81895,bussines,5F
14603333,38661355,54292,first class,26A
25452114,98168205,33927,bussines,25E
77817434,91186894,63111,economy,1D
40050610,32918771,63111,bussines,9E
02138834,96234602,98188,bussines,29D
31432711,11578830,41714,first class,17B
19973837,71305936,27293,first class,14D
66555197,45233547,69348,first class,8D
23597067,78858772,54006,economy,32E
84762881,88740890,30441,economy,11E
56181047,50628426,52067,economy,21F
68458179,03273986,14854,first class,21E
90963963,48831213,82982,economy,5E
38787467,26380554,63825,first class,11B
34778847,30767514,73136,bussines,16F
30248422,60532310,60540,bussines,16D
51753166,23609875,46242,first class,4C
82361995,80026414,86833,bussines,33B
33448752,14284228,79496,economy,15E
93336521,80790141,77460,first class,27F
12612090,76331386,18156,economy,9A
29159370,74174103,51285,bussines,31A
24005624,41407702,54373,bussines,28A
36882756,75208611,14597,economy,16E
20867298,74881018,55672,first class,9F
74704535,75636341,12839,first class,4E
99674222,07632314,47373,economy,9D
71081359,22722269,76483,first class,22E
77009629,87266874,77166,first class,15E
37733403,12955558,93232,economy,19B
06118177,33652609,17402,economy,16F
47960915,74704948,38804,first class,15D
47057556,12537454,88383,bussines,32D
73705865,12859512,49554,bussines,14A
64098397,08221484,16019,bussines,19B
65951030,20564738,86747,bussines,18C
08619604,69365228,15221,economy,25C
35699138,68128197,83858,first class,2E
75722975,72391728,99377,economy,24C
30918606,57268580,22795,first class,30E
02217524,87402755,54354,bussines,7E
64734283,08500919,13804,economy,21A
56646481,37153396,70992,economy,25A
06906506,42420374,16693,bussines,20C
71344448,17831773,68024,economy,3F
70485429,40301408,74456,first class,29E
29046285,79027410,46760,bussines,6B
58616533,15414165,54157,first class,16B
53903700,11978206,84037,first class,9E
20804629,14325483,67561,economy,30F
02958630,83466875,27037,bussines,5C
51828090,76268601,20907,bussines,18E
43289056,02884320,82937,first class,28D
69897536,78746469,57038,economy,12F
94558129,44615249,65539,first class,31B
14050683,93049651,66266,first class,18C
34279333,22538299,79864,first class,23B
74476619,45239874,94498,bussines,33F
63333578,73313313,84514,economy,13A
87189251,05088489,23608,bussines,33F
75850270,24351106,17498,bussines,32D
82115281,45057467,10724,first class,1D
57402914,93452760,21255,first class,22C
64291310,52102997,61142,first class,29A
35969194,98097255,22892,bussines,15C
49553581,20531776,25684,economy,17F
91012346,62613081,99306,bussines,26B
60166464,97942935,66665,bussines,25F
02239646,83278010,64369,economy,12C
69567871,83182590,79114,first class,13B
90645833,96397745,77726,bussines,5E
58918011,26918863,73450,bussines,6A
74894142,31421592,84282,first class,6A
86323906,04054611,98810,first class,32A
62252791,98150106,14337,bussines,15B
82652050,89264039,59395,first class,17F
21452188,46511433,80165,first class,2F
58298143,23892444,44815,bussines,21F
26158194,08607684,43901,bussines,22D
41595020,62863524,40985,bussines,18E
41324791,08174341,74259,first class,24E
15999431,70873578,55076,first class,6B
88063653,77189354,72674,economy,9B
57782187,55181537,15447,first class,5B
89225005,38060593,78042,first class,11B
97811965,21278427,56790,bussines,16C
88046572,17894551,79041,first class,9D
18550364,56486072,20916,first class,33B
83665024,28670453,71332,first class,20A
13351778,71363306,10830,first class,2F
27858528,69528291,94440,first class,26D
37255894,19290650,91888,economy,19D
06169376,81725182,36456,first class,22B
58252166,74875429,14029,first class,21A
79368878,64301350,49570,economy,3D
88337388,19130999,91165,economy,27C
86562432,31427602,94267,first class,7C
46235563,19660417,83759,economy,21F
08492354,15622755,60890,first class,28B
46579285,12876446,57589,economy,11D
33695742,60866064,40394,bussines,12B
71270418,95417867,76588,first class,10F
46880642,10513020,85397,first class,18C
46108601,59247226,72251,first class,5F
03909372,58849588,45673,first class,29F
93089250,69980391,70271,bussines,23C
86427040,33473272,99943,bussines,6B
79089008,34453708,44536,bussines,15C
86678915,26500352,44500,bussines,12F
33301848,57056018,44587,economy,19C
90550998,99484432,42953,first class,27E
82924842,54036574,24308,bussines,2B
71386284,94885108,95066,first class,26F
65406410,13027094,30448,first class,17F
08569295,81398194,63788,bussines,28C
46791353,74899913,69500,first class,29D
07537756,28236130,50419,economy,21F
44215009,45203798,83075,first class,11E
65884445,08251548,48832,economy,25A
30066317,14677906,49309,economy,14A
60483178,96981715,78065,bussines,14F
00798538,25855208,86309,first class,27C
69124749,15011906,30723,economy,29A
31819564,62222765,86706,economy,21A
45823482,31393452,47595,economy,13D
54131861,92770281,20289,first class,20A
46707673,46024951,73850,economy,14C
34901168,79701515,31260,bussines,8C
97220845,05238118,56500,economy,14C
10561363,02957197,69672,economy,33A
76552585,20608212,48091,economy,24D
58924266,65017670,49293,economy,29E
03913122,08461842,18873,bussines,16C
30160061,03536676,58708,economy,30B
76225717,42380369,17628,bussines,24B
86815060,52756337,60478,economy,28C
97612123,63508110,74686,first class,29F
71626724,31254459,93626,economy,28C
75861686,85735211,53797,economy,14A
59329640,60394031,63622,economy,29A
22068867,32851641,35100,bussines,11C
57548793,88112586,51178,first class,11D
30883739,67241663,22441,economy,24D
47435254,85981790,25993,bussines,2B
57509468,42062610,43829,economy,4B
09592372,42243643,39095,first class,5A
41293377,26893497,47373,bussines,5B
91527743,81407931,24525,economy,26E
40140925,10758253,97090,bussines,20E
29971731,32474812,60626,first class,16C
90283338,05498601,40950,economy,4A
47114025,30790758,38174,economy,10E
38818618,81346755,92269,economy,31F
41979850,15870629,16580,economy,7B
13239262,65176588,62055,bussines,13E
42329526,21709418,42927,first class,19F
99407440,63805842,80247,first class,8B
22368891,68850430,94347,first class,11E
63330997,57813969,84282,first class,19E
48388239,10734218,32460,economy,15A
82883632,88393632,58751,economy,27C
42935195,88138338,87848,economy,15D
31748062,76720364,70212,economy,21A
70942920,25466377,27451,economy,14D
94813625,48167639,14593,economy,29A
97082170,65405712,49540,first class,19F
59763998,23624189,99076,first class,31A
17379695,96657346,58604,economy,9C
11628834,54970597,72716,bussines,26B
39524765,51550910,29778,bussines,1D
30336517,48041557,76207,bussines,29F
65303923,88930908,97796,economy,11F
72368631,89525923,96442,bussines,18E
75816200,24953185,36692,first class,30C
05975017,70369425,60835,bussines,24A
39544616,31470888,25106,bussines,23B
76430361,41181120,91167,bussines,28A
89182713,22614641,72557,economy,26F
11155370,38390669,53462,economy,6B
80414153,90784727,26563,bussines,26A
60692914,85634813,75068,economy,25F
10859391,30020001,93284,first class,31D
79379368,92203798,23078,first class,12B
04004612,98053368,74259,bussines,32D
63322423,81549485,65490,economy,15F
90869534,67391281,69546,economy,21F
80980583,98562545,73252,first class,4A
10756027,84298398,84924,bussines,19A
23449449,80878308,84550,economy,19B
88784576,01261622,98487,first class,10F
60533647,30540927,89532,first class,30F
23091818,82024504,48862,economy,13D
47052030,58131955,82369,first class,11E
82576891,09327998,72063,first class,12C
97082644,90194435,35888,economy,8D
84331766,05793882,63622,economy,18D
02372990,69567461,78937,bussines,17A
51656939,63031818,36776,bussines,10F
28618873,95100532,54006,economy,11E
18739323,57406635,82707,first class,26D
83850526,22142027,39017,first class,6C
88995067,94920000,99306,bussines,30D
33116984,31375589,92142,bussines,28B
75942160,84899757,13096,economy,6B
23499470,15141922,25838,economy,19E
00118816,68782096,31957,economy,22E
37826187,76905407,20568,economy,31B
55085566,91386133,99832,first class,32C
57360672,73650285,34269,bussines,20D
61009929,46062495,97163,bussines,28F
79559226,91319196,71428,first class,16C
38594019,63480015,94649,first class,10E
59990097,42120370,93626,first class,10E
07764960,96130942,51482,bussines,33D
40357309,53403649,90973,first class,27C
50080953,97664590,12052,bussines,6D
45874464,52363157,99328,economy,11D
65656471,58119309,11380,economy,11D
12193851,40501613,68944,first class,2C
13341496,38176050,86664,bussines,30F
42497816,51157453,43296,economy,26F
48859636,54663524,22685,first class,7D
08930568,17773329,89936,bussines,15A
01122770,86539402,88857,first class,18D
90852847,24343812,46614,first class,19B
03781940,58579843,14337,first class,9F
66505144,50690400,95767,first class,7B
75729371,13982058,62281,first class,24A
13389313,73753588,18508,first class,27F
49571267,46934762,15643,economy,10A
33472578,93721010,34893,economy,33F
62037847,97524218,56152,first class,14A
93335540,28032887,94440,first class,13F
47849319,80332891,15130,economy,13F
41447013,71144987,45631,economy,32D
10745305,21696821,22757,economy,5A
72199102,59095131,33123,economy,28B
98606690,42942845,47636,economy,2E
31108334,38332455,92313,first class,31B
67720682,76917527,13706,first class,1C
03076549,47257879,76119,first class,23D
18553754,99745650,83553,first class,17A
84209456,41640511,84282,bussines,24E
10832435,65630634,78154,bussines,2A
12590531,94881691,24917,bussines,6C
54884215,35600679,28702,bussines,7B
47920415,72641636,55661,bussines,5E
31904171,80621450,93449,economy,1D
17310829,26172204,46447,first class,26D
11297466,75028617,65340,economy,32D
39681303,31669316,17768,bussines,30B
08533704,96881032,50901,bussines,18F
27128702,20292608,33041,economy,24A
57896418,61006528,24104,bussines,3A
18331157,14530377,60578,economy,5F
71852594,81200353,33173,first class,3F
59354596,36318549,17415,bussines,9A
01212934,95835787,10094,bussines,10E
29779891,86968740,94369,economy,24E
95774716,07718690,93704,bussines,22B
05077122,64607085,47655,first class,32C
61373152,76472967,27503,economy,23B
35585444,70380420,12086,bussines,27C
44021108,21618569,29812,first class,5A
94883412,26266914,78427,bussines,2B
15000841,58860037,43714,bussines,4A
56011940,05038000,16878,first class,16B
74478819,25847256,84550,bussines,20C
56731990,33443461,34995,first class,2B
64094765,35979930,21708,first class,6D
29148532,03546936,27692,economy,25B
69714961,84637724,60956,bussines,27B
53373003,07546151,39467,bussines,25D
52629255,50486189,38720,economy,33C
09694339,13165179,15995,bussines,12B
04072876,67656064,65417,bussines,18B
40122630,76591944,54763,first class,26B
75201746,26905522,40906,first class,26F
91514482,40653462,33011,first class,26E
06418850,68876520,34627,first class,17E
08596959,12830734,24486,first class,17B
82459661,49045871,36784,first class,10E
81588751,42984376,82640,bussines,17A
79941581,12364350,90832,bussines,12E
71234370,86436364,55810,economy,2F
03318014,02610108,90117,bussines,2F
24800689,74939820,66927,bussines,9C
03976384,83607734,81577,economy,10E
71231567,97610493,83918,economy,10E
20847500,20059820,89936,first class,16B
37008509,38008207,71684,economy,26F
23693341,58082400,26310,economy,5B
03874965,48292815,35920,economy,17C
80997583,09998411,47978,economy,29A
04041668,58002351,57712,economy,8E
74909208,10328840,45266,first class,19C
70826915,52103415,64778,bussines,27D
24189408,56728800,75650,bussines,23F
96445962,33154293,90032,bussines,24C
07513533,89953708,20084,bussines,21E
61815280,12538790,74016,first class,24C
50581673,72219573,15447,first class,10D
30536939,22661028,43124,economy,25E
27404673,47325113,58243,economy,5B
81889062,07494570,95842,first class,7B
78665015,03562641,91888,economy,17C
24172944,64381401,94888,bussines,23F
58022036,59603908,85872,bussines,28D
52627932,98196109,43116,first class,11F
52952701,77653779,52481,first class,13A
17563443,89699295,44815,bussines,26E
91419398,23084356,71157,first class,22C
79711035,10292998,31836,economy,9B
42565329,57326943,42867,economy,32E
96584812,20220823,61218,bussines,33B
01077157,02708864,15321,bussines,20A
92420914,99929539,71618,economy,20F
71244628,06530649,95813,economy,7D
47120881,87692771,98596,first class,6C
69166615,16508027,83430,economy,26B
24107032,79539437,44478,first class,8F
93964718,49750457,20473,bussines,9A
60971300,54584406,61518,economy,1E
16811990,37994889,65980,bussines,17C
87980527,16088627,30417,bussines,25F
32761938,50510878,95124,bussines,15A
35788076,54362835,89907,economy,30D
43154389,35653931,99875,economy,23A
04339370,50201225,77385,first class,16E
58791769,64277994,98606,economy,2D
68314380,89361697,63994,economy,19A
58773334,54952611,54468,bussines,14F
89954999,63807096,40472,bussines,30B
87878861,84059331,23521,economy,26A
45398839,04257391,63793,first class,14D
80772788,76075909,26791,first class,7E
01601391,82592029,89205,bussines,28C
50701180,89438591,47373,economy,33B
87052648,30383353,44442,bussines,15B
03145842,27509849,92689,bussines,10A
01108573,26726178,86094,economy,20C
54947345,92533408,80094,bussines,2D
62640257,87027881,28115,economy,5D
71534533,15852043,28197,first class,2D
98824865,65453257,26815,first class,3F
78049913,69589243,82385,bussines,4C
18946609,68122590,49314,economy,1F
81953554,22261456,18156,economy,20D
87199869,84637939,86361,economy,7A
30620890,55557897,17878,first class,28F
20038248,53438684,21632,bussines,20F
85181641,03326163,25211,first class,10E
99632026,44625478,60419,bussines,22C
60211200,95113353,12544,economy,22D
37007960,42108549,47496,bussines,23B
20495281,12762074,92689,economy,20E
11734253,76579554,15495,first class,27F
16968342,68769209,33011,economy,3B
77654681,50845421,39552,first class,21A
70309317,32662548,67821,first class,3A
94018504,35532752,11626,first class,21F
49638782,31342011,50297,economy,15E
50642290,24576307,33988,economy,3F
46850226,40200548,49540,first class,5B
43326819,37208607,85729,bussines,8B
92648247,65854406,41627,economy,21F
09086428,96853898,46935,first class,28F
36275746,07620424,93640,economy,18B
07499066,59132025,26829,first class,15F
87677754,20615146,65625,bussines,16B
41892132,16348895,87196,bussines,14B
81131031,79530376,51712,first class,11E
35543372,38164246,33011,bussines,31F
53183039,96201539,46447,first class,3F
19944035,98088787,15286,first class,10F
25900253,78898936,66588,economy,13D
48912737,10275874,33927,bussines,24C
96185480,18672375,75168,bussines,3E
77685220,08275264,69681,economy,6D
02021215,82015497,96508,economy,11A
40558812,23251471,68623,first class,26F
32756769,80130358,16878,economy,15D
78066969,77935440,27050,bussines,16E
21537254,48267672,35381,bussines,22D
96105659,96652575,79005,first class,31C
78027744,18124449,84924,bussines,26B
60029090,88411691,76818,bussines,2A
74133594,22989203,29916,bussines,3E
29697941,95357010,47880,economy,30C
68909372,07570941,96706,bussines,2B
65852765,60922782,50442,bussines,30A
70100153,80222407,55344,bussines,24D
37361846,25530391,73766,economy,10E
82895120,06933758,76786,bussines,21C
36420212,58752870,27293,economy,31F
81982338,87580408,29477,economy,26D
76192810,67786381,96729,economy,17B
30095102,20834807,65487,first class,14D
05594751,78517101,15286,economy,17F
07206609,32007126,70205,bussines,13B
86670428,71619242,16619,bussines,25F
53333993,63307487,65021,economy,27A
25869634,80527058,15073,bussines,32D
40338120,30046087,31339,economy,19D
21295306,33203552,79283,economy,7E
58704117,44198590,40763,bussines,2F
49210769,35770411,10341,first class,29B
23772445,81986440,43336,economy,28C
62446252,52370295,50419,first class,11E
45128427,15066368,52947,bussines,27E
84028396,03643088,59805,first class,15D
76388050,46895149,60540,bussines,29F
62069848,34272648,39368,bussines,15C
77295001,20812229,49679,economy,8F
16308017,20336365,88265,first class,19B
72183010,40049507,82202,bussines,18E
39332335,17760772,33229,bussines,18D
74296458,08681315,37969,first class,15A
02935479,18691450,76222,economy,10C
61136553,96636107,35997,bussines,23F
18509288,53874495,15126,bussines,25F
66492980,14625500,68617,first class,12E
64421402,16301065,20720,economy,14E
34051061,74544888,48211,bussines,24B
51550374,08548734,27037,economy,14F
03196432,26044160,75168,economy,16C
23133772,21811481,47988,first class,10E
63272169,20537849,46242,economy,10B
65919361,15249514,54239,bussines,8E
67275192,56992027,85179,bussines,28E
06512909,12902488,69214,economy,3B
92067775,84671706,76935,economy,29F
27005828,14382191,27596,bussines,23B
06352034,41674992,48279,economy,24A
28769192,06860251,12154,economy,22A
86432612,73922697,88095,economy,32E
83230022,60027665,61383,economy,12B
73342011,73577854,17144,bussines,1C
59158545,28430740,95694,first class,10A
75387874,47978307,21121,economy,8B
11671479,98307259,39036,economy,17B
68690151,90356756,24742,bussines,25B
16286865,72896393,24917,economy,31A
42830772,41613562,74104,first class,10A
20470638,61725287,21708,bussines,5F
79191230,56364876,16476,first class,3E
04447449,73753076,75377,first class,28C
96026413,49503449,84609,economy,31D
78755278,68738166,22944,first class,24A
07916023,86511810,15156,economy,7C
26301392,93618220,70713,economy,27A
29993648,42468733,11661,first class,3F
63849009,64713827,76207,first class,2C
53452348,63015262,22795,economy,31E
53012012,25077918,29369,first class,20D
71624951,17329058,23696,first class,13C
51812135,95746601,14390,bussines,7F
46181400,13872132,14611,bussines,32D
58813903,32785055,32922,economy,9C
21111840,30310379,69806,economy,31C
92734769,86985181,36327,bussines,5F
88113800,58811750,22706,bussines,23D
57012265,35592475,87196,first class,23A
51073229,48462379,87870,first class,23F
76420844,48629759,48538,bussines,9F
22042756,70941380,60805,first class,2C
60912957,82255058,95593,first class,4E
16676760,46370762,25106,economy,26C
27080941,51561450,81250,bussines,13C
16856379,50514147,44500,economy,26D
61848528,23945349,25956,bussines,27A
58066877,83072009,17799,bussines,25A
04771472,72412509,71364,first class,3B
35058012,75882882,43537,economy,26A
27458189,40291124,69522,economy,18B
64995698,70716481,65047,bussines,31B
69470511,19122888,56395,economy,13E
96504995,71563963,43143,bussines,16D
02214826,62419495,53414,first class,4B
23708120,69171124,49425,first class,5C
85558782,05582207,53941,first class,12C
06608889,78558303,69522,first class,6A
47067377,27583885,37724,bussines,4F
05067806,83346197,59908,first class,32E
32675781,26622372,54716,bussines,28E
53784866,07797382,20107,first class,7A
12200910,46663054,87196,bussines,2A
32172865,92670374,84755,first class,15B
17303333,79242815,53095,bussines,29C
22629200,03057680,76483,first class,16A
09516332,10218905,87606,bussines,6D
09587360,55627580,55508,bussines,25F
86451024,16074242,42419,bussines,18A
28573744,19934146,61737,bussines,4A
67182412,08790152,51646,first class,20A
11128558,41778584,30544,bussines,24C
63124340,75715401,51809,bussines,14E
40250266,59849471,45681,bussines,22A
12119684,88114059,63879,economy,19A
18851942,35472443,62675,bussines,11C
78772658,12100032,65304,bussines,32B
26470385,90258645,80864,first class,32B
90858587,86555080,22728,first class,6C
06308284,74559733,93284,first class,19A
44290126,15509398,52702,economy,20B
64084589,32728299,23360,first class,9F
13572328,95959591,22795,first class,3A
89404904,74381870,36910,bussines,12A
43067295,23018800,66652,economy,5D
25706189,54036726,19999,bussines,25E
36684721,03521833,33421,bussines,21A
94620434,63316749,86588,bussines,25C
31938507,41676733,18559,economy,29E
03976904,91174407,78109,bussines,2A
04440725,37144180,80726,first class,6F
76441736,69774973,96345,bussines,9D
93197698,49133247,13695,first class,14E
25379121,07924724,14919,economy,15A
61692480,87497692,49094,bussines,27E
71521798,87936106,29172,first class,14B
57339125,09027431,55561,first class,9D
95802847,77857327,85376,economy,2D
06056699,19875114,58947,first class,26F
34338580,88642264,72210,first class,23E
31733624,71918621,84039,economy,18E
15045329,36018686,32084,bussines,21F
76304005,32786377,71428,first class,27A
55532067,73479493,38313,economy,29A
03298256,63015711,71214,first class,23A
48878355,65957728,19543,first class,9D
15904646,33311055,86664,bussines,22C
83727937,30462397,67564,bussines,5F
27498210,01669034,65625,bussines,28F
89507713,27364971,90725,bussines,20D
54192420,21101026,38385,bussines,16C
51205725,07053179,10210,first class,30E
06883799,03775632,21692,economy,4A
84434097,40490377,87652,bussines,25B
02705765,16856945,11201,bussines,7E
73526287,34284239,59117,bussines,33B
70623248,11906076,96180,economy,31E
37787604,51776572,31702,economy,12D
25362748,02888209,24249,economy,9B
83096995,84029266,18783,economy,15E
35644782,15839995,57928,economy,24F
35824973,88270761,72972,economy,8E
85285763,97378086,76313,bussines,20C
65182833,62933719,95412,bussines,2F
17336929,39925739,19999,first class,11C
06897836,11511536,47070,bussines,20C
64102392,04107210,11170,first class,21A
32206139,09014928,58807,first class,16B
38048164,90457780,95942,economy,27C
89332093,51557805,21380,first class,7B
59077779,38628206,46207,economy,23F
94651668,25125841,31785,first class,24C
81271942,08676398,63686,bussines,24E
74630160,78780170,16414,economy,21C
17116429,65800072,25029,economy,23B
92106413,18146616,91195,economy,21E
97259172,23328621,40665,first class,3A
99557149,30257497,83587,first class,17C
41676651,97038481,52481,bussines,6C
75650237,96600175,22608,economy,17F
02994901,06451095,53662,bussines,22C
45175234,19833440,24835,economy,9D
60702671,51510433,15286,economy,21C
59314006,84397408,44057,bussines,26C
47137652,42601710,97599,bussines,21C
43811919,99664162,92215,first class,22C
34338288,26402453,87077,bussines,19B
69990810,10726162,36332,bussines,20B
03406452,01201557,45729,first class,3E
01675058,61391334,50858,bussines,10D
93302503,00423686,84229,first class,18F
44091224,88470141,21823,bussines,14D
38529503,29283042,55097,first class,33B
45472361,71709082,41143,bussines,18A
64471721,17170488,66652,first class,11F
05650769,20296292,38656,economy,9E
60236788,15262502,23594,bussines,2C
32877906,59885931,86014,economy,7C
67030727,52736225,11138,first class,9E
77100630,06517266,50419,bussines,30E
09673154,00067695,39086,first class,23B
77594879,95130436,62656,economy,19D
43413223,55374496,43437,bussines,15E
38112414,74188060,57545,bussines,22B
34628206,20382344,36920,bussines,32F
21764695,44819701,49226,bussines,8D
13160911,68700408,34627,economy,17E
75002839,73293193,60262,bussines,13E
80507156,27121731,83426,economy,11A
16107339,90919385,26749,bussines,9E
26062579,99093482,24910,economy,22A
37081617,33474412,85179,first class,32A
77606558,87347327,51741,economy,24D
97492912,13022544,52375,first class,14F
25211396,04622703,78911,first class,29C
69734002,78599757,51302,economy,6B
77712332,25450953,62187,bussines,17E
16840471,26403856,59117,economy,32E
94025986,19958163,24293,bussines,17E
34605133,26044200,90608,economy,25C
06893567,97677909,36742,economy,17D
24500764,79447121,15151,bussines,15A
35531444,16674441,84562,economy,30E
02212530,79227240,56647,economy,8F
16118352,49104790,32016,economy,8D
47298256,81389056,48862,first class,31B
98941690,46792020,25956,first class,6C
96287120,99307334,59537,first class,8A
19225458,77248656,39106,economy,4C
76525905,45249129,52702,bussines,10C
25837869,25742903,84781,economy,8E
50363477,06374447,29446,economy,11B
02051537,17413752,69813,first class,2F
87313069,11820357,39086,bussines,3A
51763621,01285602,74321,economy,17C
54181159,25953013,17768,bussines,17D
41952144,39558931,49372,economy,11F
58375613,45673748,91366,bussines,25A
34442192,03043883,18216,first class,23F
37225028,14316170,36405,bussines,14B
93745436,18248865,33032,first class,7E
29545619,24404018,10909,first class,6F
06443257,55909593,72557,first class,5C
82840546,94913468,78727,economy,29A
04455348,72695283,80788,first class,13B
17591768,09768462,35187,first class,3C
29136447,68885390,80165,first class,10B
73784863,11365865,33032,bussines,12B
59170009,81434955,47466,economy,2E
33956642,62691986,80165,bussines,24E
69681132,44320463,37755,economy,12D
62360742,79281351,84738,economy,23A
65450843,36459271,39552,economy,13D
21742452,77879204,47758,bussines,2E
22280581,56799942,84765,bussines,25E
31100353,40212783,27366,economy,24B
11472271,62680477,33229,bussines,21E
27355217,14949855,13892,bussines,33D
63989929,62733687,15405,bussines,19F
41409032,26301771,20202,economy,32A
69937841,43528658,32602,economy,27E
81110755,44690690,52855,bussines,12B
54564465,34615837,72194,first class,21A
84635156,91202158,82707,economy,21B
14961380,85268208,16001,bussines,32A
63398462,23199940,16987,first class,4A
26908454,36033357,30989,first class,32D
55183084,60797889,63608,economy,10F
81370845,49361694,41240,first class,30D
61751855,87678878,27293,bussines,16B
83733432,26103556,39552,bussines,20C
56494801,46061698,66123,bussines,27A
94072253,71199726,57868,first class,3C
56266247,07220347,60991,first class,10F
99832495,24222897,37185,first class,6B
18536808,95487208,61143,economy,18B
51123356,84345219,84867,first class,4F
43935816,73721974,17878,first class,4A
35274612,83617040,15995,first class,7B
